Codes,Names,theft_year_minus_3,theft_year_minus_2,theft_year_minus_1,theft_now,theft_2012
E01003614,Newham 013B,83,64,117,524,1526
E01003615,Newham 013C,77,68,53,54,67
E01003616,Newham 012A,57,57,74,85,60
E01003617,Newham 012B,792,690,706,731,774
E01003618,Newham 012C,181,225,296,227,228
E01003619,Newham 012D,256,274,151,130,183
E01003620,Newham 013D,114,157,156,137,185
E01003621,Newham 023C,32,43,49,34,26
E01003622,Newham 023D,63,60,73,45,44
E01003623,Newham 023E,39,34,59,57,31
E01003624,Newham 024E,39,28,35,32,33
E01003625,Newham 015A,43,28,47,33,43
E01003626,Newham 015B,39,39,52,39,37
E01003627,Newham 015C,30,25,42,22,27
E01003628,Newham 015D,30,21,41,22,24
E01003629,Newham 015E,17,25,18,27,27
E01003630,Newham 021C,54,58,52,62,48
E01003631,Newham 020A,40,30,45,27,20
E01003632,Newham 020B,53,31,44,34,41
E01003633,Newham 020C,65,38,39,27,39
E01003634,Newham 020D,100,49,33,28,22
E01003635,Newham 016D,61,48,39,51,39
E01003636,Newham 020E,86,79,71,73,66
E01003637,Newham 021D,35,49,33,24,38
E01003638,Redbridge 017A,86,84,65,101,97
E01003639,Redbridge 013A,70,59,58,38,50
E01003640,Redbridge 013B,48,52,56,55,32
E01003641,Redbridge 013C,23,26,37,31,21
E01003642,Redbridge 013D,27,20,27,25,16
E01003643,Redbridge 017B,31,37,30,43,29
E01003644,Redbridge 017C,21,21,31,21,21
E01003645,Redbridge 017D,101,169,166,216,205
E01003646,Redbridge 012A,41,58,50,49,45
E01003647,Redbridge 015A,28,39,55,38,34
E01003648,Redbridge 012B,17,32,26,17,17
E01003649,Redbridge 012C,15,14,38,15,20
E01003650,Redbridge 015B,36,25,34,32,17
E01003651,Redbridge 012D,17,16,22,24,20
E01003652,Redbridge 015C,23,18,29,17,20
E01003653,Redbridge 015D,78,78,104,81,100
E01003654,Redbridge 004A,24,18,31,15,25
E01003655,Redbridge 004B,33,25,40,37,35
E01003656,Redbridge 005A,47,39,54,44,33
E01003657,Redbridge 005B,49,57,40,49,63
E01003658,Redbridge 004C,32,34,36,50,46
E01003659,Redbridge 005C,24,30,25,30,55
E01003660,Redbridge 004D,22,17,24,10,27
E01003661,Redbridge 019A,28,25,21,33,32
E01003662,Redbridge 019B,45,82,57,85,71
E01003663,Redbridge 019C,30,39,26,41,42
E01003664,Redbridge 019D,26,29,22,18,25
E01003665,Redbridge 019E,18,25,13,19,25
E01003666,Redbridge 019F,68,57,56,47,47
E01003667,Redbridge 019G,29,22,45,37,49
E01003668,Redbridge 007A,52,64,64,58,75
E01003669,Redbridge 007B,49,57,65,77,115
E01003670,Redbridge 007C,26,29,25,38,58
E01003671,Redbridge 007D,17,28,20,26,29
E01003672,Redbridge 007E,29,68,58,60,70
E01003673,Redbridge 007F,38,43,53,47,53
E01003674,Redbridge 007G,134,152,131,148,160
E01003675,Redbridge 016A,56,62,99,89,66
E01003676,Redbridge 016B,25,34,22,21,33
E01003677,Redbridge 016C,65,64,104,76,61
E01003678,Redbridge 011A,30,34,33,20,35
E01003679,Redbridge 011B,8,19,17,16,24
E01003680,Redbridge 011C,16,14,26,19,21
E01003681,Redbridge 011D,40,57,64,59,35
E01003682,Redbridge 016D,23,16,23,16,16
E01003683,Redbridge 030A,27,27,30,65,42
E01003684,Redbridge 030B,21,26,26,35,33
E01003685,Redbridge 030C,27,30,38,33,29
E01003686,Redbridge 030D,47,42,54,51,48
E01003687,Redbridge 030E,299,270,353,310,307
E01003688,Redbridge 030F,41,55,49,59,41
E01003689,Redbridge 030G,695,746,619,554,610
E01003690,Redbridge 021A,90,108,154,129,103
E01003691,Redbridge 025A,25,28,41,39,26
E01003692,Redbridge 021B,30,37,51,30,29
E01003693,Redbridge 025B,26,24,43,38,36
E01003694,Redbridge 021C,16,11,30,21,28
E01003695,Redbridge 025C,28,20,33,33,28
E01003696,Redbridge 021D,21,27,42,37,33
E01003697,Redbridge 025D,60,37,71,48,42
E01003698,Redbridge 006A,28,27,23,12,23
E01003699,Redbridge 006B,41,66,73,74,94
E01003700,Redbridge 006C,79,73,81,92,62
E01003701,Redbridge 006D,116,103,108,102,97
E01003702,Redbridge 006E,31,24,22,31,20
E01003703,Redbridge 006F,46,27,28,33,30
E01003704,Redbridge 006G,36,36,41,41,41
E01003705,Redbridge 010A,85,101,87,78,66
E01003706,Redbridge 010B,12,21,19,25,27
E01003707,Redbridge 008A,18,27,13,22,14
E01003708,Redbridge 008B,28,31,40,30,32
E01003709,Redbridge 008C,10,27,20,19,20
E01003710,Redbridge 008D,14,20,15,27,18
E01003711,Redbridge 010C,59,55,64,62,56
E01003712,Redbridge 010D,20,22,25,37,21
E01003713,Redbridge 028A,29,19,28,44,34
E01003714,Redbridge 028B,61,60,73,86,67
E01003715,Redbridge 028C,51,50,76,53,34
E01003716,Redbridge 028D,33,39,54,61,42
E01003717,Redbridge 028E,58,52,54,57,48
E01003718,Redbridge 028F,31,42,45,26,43
E01003719,Redbridge 028G,65,87,77,94,80
E01003720,Redbridge 002A,99,67,82,68,57
E01003721,Redbridge 003A,41,30,25,31,32
E01003722,Redbridge 002B,32,20,30,30,33
E01003723,Redbridge 002C,44,29,41,29,38
E01003724,Redbridge 003B,21,21,24,19,20
E01003725,Redbridge 003C,34,27,13,21,24
E01003726,Redbridge 002D,87,73,59,75,55
E01003727,Redbridge 003D,30,24,38,20,20
E01003728,Redbridge 032A,188,160,181,202,205
E01003729,Redbridge 032B,62,57,67,76,75
E01003730,Redbridge 032C,22,24,35,36,29
E01003731,Redbridge 033A,31,29,32,34,15
E01003732,Redbridge 032D,31,35,42,34,31
E01003733,Redbridge 032E,50,37,46,55,37
E01003734,Redbridge 033B,74,81,79,59,58
E01003735,Redbridge 033C,131,107,55,52,41
E01003736,Redbridge 033D,22,33,30,31,29
E01003737,Redbridge 031A,33,47,33,36,30
E01003738,Redbridge 031B,43,31,34,40,49
E01003739,Redbridge 031C,42,42,55,64,33
E01003740,Redbridge 031D,55,73,63,70,50
E01003741,Redbridge 031E,33,37,54,57,42
E01003742,Redbridge 031F,45,41,58,54,46
E01003743,Redbridge 031G,41,45,60,42,64
E01003744,Redbridge 001A,11,4,10,18,22
E01003745,Redbridge 001B,20,9,15,19,23
E01003746,Redbridge 001C,27,31,39,49,60
E01003747,Redbridge 001D,6,9,11,12,19
E01003748,Redbridge 001E,39,64,57,59,82
E01003749,Redbridge 001F,30,24,25,12,16
E01003750,Redbridge 001G,41,80,51,49,50
E01003751,Redbridge 020A,38,52,53,38,44
E01003752,Redbridge 023A,33,36,67,45,33
E01003753,Redbridge 020B,34,44,36,44,27
E01003754,Redbridge 020C,39,38,33,29,17
E01003755,Redbridge 023B,40,57,57,61,76
E01003756,Redbridge 023C,53,40,50,52,30
E01003757,Redbridge 020D,41,47,52,61,38
E01003758,Redbridge 023D,72,41,48,56,44
E01003759,Redbridge 009A,19,20,19,15,25
E01003760,Redbridge 009B,28,39,57,51,47
E01003761,Redbridge 009C,22,24,28,41,32
E01003762,Redbridge 009D,41,44,30,40,44
E01003763,Redbridge 009E,39,25,41,46,45
E01003764,Redbridge 009F,46,56,47,48,61
E01003765,Redbridge 009G,31,28,35,34,39
E01003766,Redbridge 024A,16,32,28,22,25
E01003767,Redbridge 024B,105,101,92,70,90
E01003768,Redbridge 024C,27,40,35,36,33
E01003769,Redbridge 022A,172,154,173,164,148
E01003770,Redbridge 022B,90,102,114,87,70
E01003771,Redbridge 022C,20,31,41,40,33
E01003772,Redbridge 024D,25,30,46,30,31
E01003773,Redbridge 022D,34,51,50,37,31
E01003774,Redbridge 014A,34,26,29,34,46
E01003775,Redbridge 014B,27,14,32,19,28
E01003776,Redbridge 014C,57,53,51,47,46
E01003777,Redbridge 014D,52,38,47,35,58
E01003778,Redbridge 014E,89,95,123,141,157
E01003779,Redbridge 014F,40,38,36,54,58
E01003780,Redbridge 014G,13,14,16,10,31
E01003781,Redbridge 026A,70,75,74,108,64
E01003782,Redbridge 026B,46,44,31,41,35
E01003783,Redbridge 029A,529,533,376,411,390
E01003784,Redbridge 029B,46,26,45,36,40
E01003785,Redbridge 029C,61,38,64,80,54
E01003786,Redbridge 026C,33,23,24,33,23
E01003787,Redbridge 026D,23,27,42,48,35
E01003788,Redbridge 029D,67,61,69,91,62
E01003789,Redbridge 018A,47,34,39,57,50
E01003790,Redbridge 027A,51,50,53,48,47
E01003791,Redbridge 027B,47,35,38,54,57
E01003792,Redbridge 027C,48,47,49,53,43
E01003793,Redbridge 027D,47,51,66,58,90
E01003794,Redbridge 018B,16,25,9,21,26
E01003795,Redbridge 018C,50,33,73,41,57
E01003796,Redbridge 018D,39,30,56,51,37
E01003797,Richmond upon Thames 001A,39,27,38,38,33
E01003798,Richmond upon Thames 001B,30,38,38,45,47
E01003799,Richmond upon Thames 001C,94,74,74,110,126
E01003800,Richmond upon Thames 001D,41,33,40,42,31
E01003801,Richmond upon Thames 001E,54,41,53,54,68
E01003802,Richmond upon Thames 001F,10,14,32,19,26
E01003803,Richmond upon Thames 001G,17,27,19,19,22
E01003804,Richmond upon Thames 005A,41,31,21,36,17
E01003805,Richmond upon Thames 012A,28,32,22,46,35
E01003806,Richmond upon Thames 012B,28,30,25,29,22
E01003807,Richmond upon Thames 005B,70,70,115,121,106
E01003808,Richmond upon Thames 005C,23,31,32,31,31
E01003809,Richmond upon Thames 005D,47,35,52,64,47
E01003810,Richmond upon Thames 019A,22,17,28,18,20
E01003811,Richmond upon Thames 018A,19,23,24,16,11
E01003812,Richmond upon Thames 018B,36,34,24,19,39
E01003813,Richmond upon Thames 019B,21,23,24,21,15
E01003814,Richmond upon Thames 019C,22,24,20,15,12
E01003815,Richmond upon Thames 019D,44,51,53,56,52
E01003816,Richmond upon Thames 012C,45,40,66,44,42
E01003817,Richmond upon Thames 012D,47,56,42,63,57
E01003818,Richmond upon Thames 017A,16,12,21,20,20
E01003819,Richmond upon Thames 017B,52,47,45,40,37
E01003820,Richmond upon Thames 017C,28,24,17,30,20
E01003821,Richmond upon Thames 008A,60,57,44,38,44
E01003822,Richmond upon Thames 023A,7,19,9,13,12
E01003823,Richmond upon Thames 023B,53,71,64,60,57
E01003824,Richmond upon Thames 023C,12,12,24,32,8
E01003825,Richmond upon Thames 023D,15,26,10,29,12
E01003826,Richmond upon Thames 023E,21,26,23,23,47
E01003827,Richmond upon Thames 023F,47,34,22,49,33
E01003828,Richmond upon Thames 020A,19,27,17,27,16
E01003829,Richmond upon Thames 020B,92,87,77,86,92
E01003830,Richmond upon Thames 020C,36,27,15,20,19
E01003831,Richmond upon Thames 020D,22,29,21,36,12
E01003832,Richmond upon Thames 020E,31,15,26,20,13
E01003833,Richmond upon Thames 020F,23,30,24,20,17
E01003834,Richmond upon Thames 022A,48,49,43,58,47
E01003835,Richmond upon Thames 022B,23,32,23,17,29
E01003836,Richmond upon Thames 022C,27,16,14,25,28
E01003837,Richmond upon Thames 022D,38,37,28,35,24
E01003838,Richmond upon Thames 022E,33,34,27,33,27
E01003839,Richmond upon Thames 022F,31,23,38,32,32
E01003840,Richmond upon Thames 013A,20,17,18,22,17
E01003841,Richmond upon Thames 013B,28,26,32,30,29
E01003842,Richmond upon Thames 013C,22,20,16,29,27
E01003843,Richmond upon Thames 013D,25,29,20,22,21
E01003844,Richmond upon Thames 013E,33,37,22,41,36
E01003845,Richmond upon Thames 013F,16,14,11,27,13
E01003846,Richmond upon Thames 002A,19,20,30,41,34
E01003847,Richmond upon Thames 002B,87,87,76,72,78
E01003848,Richmond upon Thames 004A,20,26,26,32,22
E01003849,Richmond upon Thames 002C,16,22,23,24,30
E01003850,Richmond upon Thames 004B,99,122,125,114,112
E01003851,Richmond upon Thames 002D,48,38,41,70,70
E01003852,Richmond upon Thames 003A,37,19,27,34,49
E01003853,Richmond upon Thames 003B,24,34,36,26,49
E01003854,Richmond upon Thames 003C,51,38,42,54,80
E01003855,Richmond upon Thames 003D,30,34,36,54,64
E01003856,Richmond upon Thames 003E,47,28,24,25,49
E01003857,Richmond upon Thames 003F,48,20,39,36,33
E01003858,Richmond upon Thames 003G,50,27,47,56,57
E01003859,Richmond upon Thames 005E,40,33,24,28,26
E01003860,Richmond upon Thames 002E,80,87,83,84,75
E01003861,Richmond upon Thames 004C,26,30,35,48,38
E01003862,Richmond upon Thames 004D,33,24,38,39,39
E01003863,Richmond upon Thames 004E,55,40,39,40,31
E01003864,Richmond upon Thames 002F,33,24,44,52,44
E01003865,Richmond upon Thames 004F,33,36,30,26,24
E01003866,Richmond upon Thames 007A,31,15,39,19,19
E01003867,Richmond upon Thames 011A,73,53,44,60,64
E01003868,Richmond upon Thames 007B,32,50,35,42,44
E01003869,Richmond upon Thames 011B,17,25,25,25,41
E01003870,Richmond upon Thames 011C,51,29,43,39,37
E01003871,Richmond upon Thames 007C,58,36,41,43,37
E01003872,Richmond upon Thames 007D,40,32,22,35,25
E01003873,Richmond upon Thames 006A,61,80,44,37,85
E01003874,Richmond upon Thames 006B,31,23,30,31,43
E01003875,Richmond upon Thames 006C,42,30,24,34,29
E01003876,Richmond upon Thames 008B,489,586,506,521,480
E01003877,Richmond upon Thames 008C,22,21,21,21,31
E01003878,Richmond upon Thames 006D,41,21,18,21,25
E01003879,Richmond upon Thames 008D,46,22,30,31,40
E01003880,Richmond upon Thames 016A,25,22,15,20,24
E01003881,Richmond upon Thames 016B,31,16,18,31,30
E01003882,Richmond upon Thames 014A,38,32,34,41,39
E01003883,Richmond upon Thames 014B,32,28,18,28,25
E01003884,Richmond upon Thames 016C,24,30,24,29,33
E01003885,Richmond upon Thames 016D,21,14,31,24,23
E01003886,Richmond upon Thames 021A,41,49,41,49,51
E01003887,Richmond upon Thames 021B,57,58,43,55,57
E01003888,Richmond upon Thames 021C,109,100,88,116,70
E01003889,Richmond upon Thames 021D,19,18,20,30,35
E01003890,Richmond upon Thames 018C,18,18,15,11,8
E01003891,Richmond upon Thames 018D,37,36,24,18,22
E01003892,Richmond upon Thames 009A,17,15,10,15,19
E01003893,Richmond upon Thames 009B,23,14,23,33,28
E01003894,Richmond upon Thames 009C,15,22,16,22,28
E01003895,Richmond upon Thames 009D,33,21,27,34,48
E01003896,Richmond upon Thames 014C,149,140,152,128,148
E01003897,Richmond upon Thames 014D,54,62,81,64,83
E01003898,Richmond upon Thames 015A,20,21,15,30,43
E01003899,Richmond upon Thames 015B,21,22,17,18,22
E01003900,Richmond upon Thames 015C,35,40,30,30,21
E01003901,Richmond upon Thames 015D,18,17,11,11,14
E01003902,Richmond upon Thames 015E,17,11,13,22,26
E01003903,Richmond upon Thames 015F,54,48,37,59,53
E01003904,Richmond upon Thames 015G,27,41,18,20,24
E01003905,Richmond upon Thames 010A,24,22,16,16,18
E01003906,Richmond upon Thames 010B,23,27,24,32,20
E01003907,Richmond upon Thames 010C,25,23,11,21,16
E01003908,Richmond upon Thames 010D,18,25,13,27,23
E01003909,Richmond upon Thames 010E,52,73,62,59,49
E01003910,Richmond upon Thames 011D,15,20,6,17,15
E01003911,Southwark 020A,37,31,28,44,49
E01003912,Southwark 019A,38,27,26,26,25
E01003913,Southwark 024A,129,114,115,113,108
E01003914,Southwark 024B,65,65,65,68,103
E01003915,Southwark 024C,36,34,31,60,27
E01003916,Southwark 020B,69,47,66,77,81
E01003917,Southwark 020C,48,42,32,45,33
E01003918,Southwark 020D,40,40,34,40,26
E01003919,Southwark 021A,69,59,63,63,57
E01003920,Southwark 021B,50,39,50,42,34
E01003921,Southwark 021C,198,132,177,209,177
E01003922,Southwark 021D,110,74,78,90,83
E01003923,Southwark 017A,112,81,51,45,58
E01003924,Southwark 021E,60,48,30,57,49
E01003925,Southwark 020E,28,18,20,17,28
E01003926,Southwark 021F,40,33,30,27,34
E01003927,Southwark 002A,301,321,377,441,542
E01003928,Southwark 005A,123,114,106,120,93
E01003929,Southwark 002B,889,744,826,697,682
E01003930,Southwark 005B,64,37,66,65,50
E01003931,Southwark 005C,48,53,50,58,89
E01003932,Southwark 005D,100,100,117,176,142
E01003933,Southwark 005E,70,75,73,104,86
E01003934,Southwark 002C,418,359,320,327,365
E01003935,Southwark 002D,213,204,192,189,169
E01003936,Southwark 009A,41,26,38,50,54
E01003937,Southwark 009B,94,98,91,119,78
E01003938,Southwark 006A,34,34,29,35,29
E01003939,Southwark 002E,380,357,355,465,443
E01003940,Southwark 006B,29,37,23,20,28
E01003941,Southwark 006C,48,60,68,94,89
E01003942,Southwark 006D,29,29,32,35,38
E01003943,Southwark 009C,52,24,23,20,29
E01003944,Southwark 009D,88,111,153,130,87
E01003945,Southwark 033A,61,48,48,61,50
E01003946,Southwark 033B,57,25,53,63,50
E01003947,Southwark 033C,25,11,23,30,23
E01003948,Southwark 033D,63,46,57,112,99
E01003949,Southwark 032A,47,42,45,51,42
E01003950,Southwark 032B,38,24,24,31,25
E01003951,Southwark 033E,61,62,61,87,61
E01003952,Southwark 030A,100,96,110,97,123
E01003953,Southwark 028A,89,79,79,92,85
E01003954,Southwark 030B,19,28,24,16,32
E01003955,Southwark 028B,11,23,29,33,36
E01003956,Southwark 030C,36,41,29,38,27
E01003957,Southwark 032C,24,32,31,27,32
E01003958,Southwark 032D,24,30,41,30,37
E01003959,Southwark 009E,195,215,271,238,337
E01003960,Southwark 012A,63,41,38,48,60
E01003961,Southwark 012B,70,39,52,49,47
E01003962,Southwark 012C,36,32,26,33,23
E01003963,Southwark 016A,59,51,46,68,41
E01003964,Southwark 015A,201,191,191,192,204
E01003965,Southwark 012D,86,56,76,91,84
E01003966,Southwark 015B,101,72,69,81,85
E01003967,Southwark 016B,25,22,21,19,27
E01003968,Southwark 015C,17,14,13,18,19
E01003969,Southwark 017B,145,133,132,160,130
E01003970,Southwark 016C,46,22,19,29,28
E01003971,Southwark 015D,34,21,25,29,18
E01003972,Southwark 016D,33,28,38,49,37
E01003973,Southwark 016E,127,108,97,104,83
E01003974,Southwark 015E,25,11,21,21,17
E01003975,Southwark 004A,23,18,39,27,43
E01003976,Southwark 003A,90,59,52,73,78
E01003977,Southwark 010A,57,47,60,58,49
E01003978,Southwark 004B,49,46,43,64,76
E01003979,Southwark 006E,114,71,60,66,66
E01003980,Southwark 013A,121,85,95,98,83
E01003981,Southwark 006F,312,242,209,238,251
E01003982,Southwark 003B,135,124,129,184,226
E01003983,Southwark 018A,46,36,40,58,33
E01003984,Southwark 023A,89,65,66,55,83
E01003985,Southwark 022A,22,15,15,17,10
E01003986,Southwark 011A,66,61,50,53,54
E01003987,Southwark 011B,42,39,38,21,25
E01003988,Southwark 018B,186,105,138,129,134
E01003989,Southwark 018C,113,110,103,100,100
E01003990,Southwark 018D,48,29,51,47,46
E01003991,Southwark 017C,37,22,27,18,23
E01003992,Southwark 014A,28,24,27,18,19
E01003993,Southwark 017D,27,15,25,21,16
E01003994,Southwark 012E,207,138,143,143,134
E01003995,Southwark 014B,38,27,19,32,20
E01003996,Southwark 014C,126,92,118,131,114
E01003997,Southwark 017E,68,55,56,69,40
E01003998,Southwark 014D,50,37,27,37,34
E01003999,Southwark 014E,43,27,20,26,12
E01004000,Southwark 026A,55,46,55,33,38
E01004001,Southwark 026B,38,28,35,33,24
E01004002,Southwark 029A,43,36,33,32,35
E01004003,Southwark 023B,62,36,38,51,50
E01004004,Southwark 023C,63,65,74,59,53
E01004005,Southwark 023D,64,56,59,65,89
E01004006,Southwark 023E,48,29,41,36,30
E01004007,Southwark 018E,22,20,16,16,29
E01004008,Southwark 022B,63,50,57,51,66
E01004009,Southwark 022C,51,36,42,43,48
E01004010,Southwark 022D,98,79,105,145,134
E01004011,Southwark 019B,43,33,51,43,28
E01004012,Southwark 019C,67,47,58,66,54
E01004013,Southwark 019D,123,82,65,89,110
E01004014,Southwark 019E,39,34,21,26,31
E01004015,Southwark 028C,33,57,63,42,55
E01004016,Southwark 029B,48,41,51,41,32
E01004017,Southwark 029C,30,23,31,32,35
E01004018,Southwark 032E,48,40,48,48,53
E01004019,Southwark 026C,32,30,44,22,32
E01004020,Southwark 029D,20,34,30,26,21
E01004021,Southwark 028D,39,67,54,69,53
E01004022,Southwark 004C,67,52,84,102,108
E01004023,Southwark 004D,46,65,53,102,102
E01004024,Southwark 011C,32,35,35,59,76
E01004025,Southwark 003C,128,123,89,102,130
E01004026,Southwark 003D,76,69,84,85,77
E01004027,Southwark 003E,539,503,503,650,597
E01004028,Southwark 004E,47,36,31,46,48
E01004029,Southwark 001A,41,25,40,44,40
E01004030,Southwark 007A,47,41,39,38,44
E01004031,Southwark 007B,222,284,329,304,318
E01004032,Southwark 001B,39,27,17,31,25
E01004033,Southwark 007C,30,26,31,35,47
E01004034,Southwark 007D,39,32,41,35,51
E01004035,Southwark 011D,67,52,42,34,31
E01004036,Southwark 007E,69,40,55,52,67
E01004037,Southwark 010B,59,53,45,55,59
E01004038,Southwark 010C,68,59,86,67,75
E01004039,Southwark 013B,56,24,31,42,39
E01004040,Southwark 013C,109,92,114,108,189
E01004041,Southwark 013D,45,13,25,21,26
E01004042,Southwark 010D,100,74,73,104,89
E01004043,Southwark 010E,38,37,32,27,41
E01004044,Southwark 013E,31,30,30,27,31
E01004045,Southwark 027A,77,62,51,16,15
E01004046,Southwark 028E,24,32,37,34,31
E01004047,Southwark 027B,12,28,18,41,18
E01004048,Southwark 027C,42,39,58,96,78
E01004049,Southwark 027D,32,34,34,43,22
E01004050,Southwark 024D,37,42,60,35,34
E01004051,Southwark 027E,31,35,25,21,29
E01004052,Southwark 024E,44,61,46,45,43
E01004053,Southwark 001C,65,42,57,62,50
E01004054,Southwark 001D,46,31,46,46,47
E01004055,Southwark 001E,13,15,12,11,17
E01004056,Southwark 008A,47,47,42,54,42
E01004057,Southwark 008B,37,39,31,37,29
E01004058,Southwark 008C,74,49,49,48,38
E01004059,Southwark 008D,114,91,103,85,110
E01004060,Southwark 008E,46,30,52,66,63
E01004061,Southwark 025A,91,101,92,87,100
E01004062,Southwark 025B,165,128,128,105,152
E01004063,Southwark 025C,55,54,61,61,84
E01004064,Southwark 026D,53,36,40,54,46
E01004065,Southwark 025D,39,20,60,36,33
E01004066,Southwark 025E,65,58,78,82,88
E01004067,Southwark 022E,417,353,476,391,436
E01004068,Southwark 026E,47,36,43,51,50
E01004069,Southwark 031A,56,55,69,87,72
E01004070,Southwark 031B,46,58,30,50,41
E01004071,Southwark 030D,31,28,36,30,26
E01004072,Southwark 030E,40,58,56,54,27
E01004073,Southwark 031C,34,42,42,65,31
E01004074,Southwark 031D,74,78,80,72,94
E01004075,Southwark 031E,53,47,76,81,66
E01004076,Sutton 011A,153,131,169,157,139
E01004077,Sutton 011B,45,31,42,25,31
E01004078,Sutton 011C,37,51,27,44,48
E01004079,Sutton 011D,22,17,19,16,16
E01004080,Sutton 011E,13,16,26,17,23
E01004081,Sutton 011F,21,42,25,21,23
E01004082,Sutton 011G,22,6,17,11,12
E01004083,Sutton 019A,37,23,26,9,11
E01004084,Sutton 024A,21,24,23,27,17
E01004085,Sutton 024B,36,26,27,34,27
E01004086,Sutton 019B,53,48,40,49,41
E01004087,Sutton 017A,28,21,17,13,17
E01004088,Sutton 019C,50,41,69,37,71
E01004089,Sutton 019D,40,55,26,18,26
E01004090,Sutton 021A,48,29,31,20,32
E01004091,Sutton 022A,23,13,17,16,30
E01004092,Sutton 022B,11,15,22,5,12
E01004093,Sutton 023A,10,9,11,17,16
E01004094,Sutton 023B,44,24,39,18,19
E01004095,Sutton 023C,16,29,10,16,6
E01004096,Sutton 021B,21,18,18,16,9
E01004097,Sutton 015A,25,15,27,17,17
E01004098,Sutton 015B,20,19,29,14,13
E01004099,Sutton 015C,79,49,47,51,41
E01004100,Sutton 015D,39,52,65,62,60
E01004101,Sutton 013A,17,31,21,15,14
E01004102,Sutton 015E,46,61,75,72,78
E01004103,Sutton 013B,24,32,43,31,17
E01004104,Sutton 020A,33,19,42,30,23
E01004105,Sutton 022C,29,31,37,26,34
E01004106,Sutton 022D,30,21,20,14,14
E01004107,Sutton 020B,38,23,26,15,28
E01004108,Sutton 024C,48,36,43,35,28
E01004109,Sutton 024D,35,38,55,27,15
E01004110,Sutton 016A,98,95,82,68,47
E01004111,Sutton 016B,31,26,35,49,51
E01004112,Sutton 016C,21,24,22,33,26
E01004113,Sutton 023D,14,13,16,16,24
E01004114,Sutton 023E,10,14,20,19,13
E01004115,Sutton 009A,27,26,23,30,32
E01004116,Sutton 008A,22,16,8,15,9
E01004117,Sutton 006A,9,9,10,6,3
E01004118,Sutton 009B,58,50,28,36,31
E01004119,Sutton 009C,58,66,75,70,80
E01004120,Sutton 016D,15,9,16,22,19
E01004121,Sutton 006B,40,32,48,55,67
E01004122,Sutton 008B,13,13,12,13,4
E01004123,Sutton 002A,115,106,94,76,63
E01004124,Sutton 002B,30,33,34,30,25
E01004125,Sutton 001A,35,26,44,14,18
E01004126,Sutton 002C,43,29,32,18,23
E01004127,Sutton 005A,59,31,32,29,29
E01004128,Sutton 002D,64,63,62,46,40
E01004129,Sutton 002E,39,36,64,42,32
E01004130,Sutton 003A,72,81,116,113,96
E01004131,Sutton 003B,23,35,28,23,23
E01004132,Sutton 009D,12,15,11,14,22
E01004133,Sutton 009E,9,9,15,22,15
E01004134,Sutton 003C,54,40,33,48,58
E01004135,Sutton 003D,18,25,30,23,27
E01004136,Sutton 003E,19,12,15,19,12
E01004137,Sutton 012A,131,94,105,89,98
E01004138,Sutton 013C,38,33,43,20,30
E01004139,Sutton 013D,23,28,26,27,11
E01004140,Sutton 012B,96,158,127,94,59
E01004141,Sutton 012C,21,24,20,14,24
E01004142,Sutton 012D,891,840,836,739,679
E01004143,Sutton 014A,17,18,18,20,9
E01004144,Sutton 007A,25,35,32,24,28
E01004145,Sutton 007B,37,36,54,40,31
E01004146,Sutton 007C,65,85,76,42,39
E01004147,Sutton 007D,33,24,30,23,28
E01004148,Sutton 014B,41,28,30,20,35
E01004149,Sutton 012E,32,31,28,19,17
E01004150,Sutton 021C,27,30,47,21,23
E01004151,Sutton 021D,14,17,22,23,11
E01004152,Sutton 018A,36,36,40,46,43
E01004153,Sutton 021E,24,12,22,31,21
E01004154,Sutton 022E,11,18,20,6,10
E01004155,Sutton 018B,21,8,21,18,9
E01004156,Sutton 018C,48,45,22,36,24
E01004157,Sutton 016E,23,30,23,17,11
E01004158,Sutton 018D,10,10,9,15,11
E01004159,Sutton 014C,15,20,26,21,9
E01004160,Sutton 014D,15,25,14,24,15
E01004161,Sutton 014E,15,15,14,20,18
E01004162,Sutton 018E,16,27,26,24,23
E01004163,Sutton 005B,43,27,42,19,30
E01004164,Sutton 004A,31,64,58,48,69
E01004165,Sutton 005C,68,58,48,44,49
E01004166,Sutton 004B,22,37,30,17,24
E01004167,Sutton 005D,24,24,25,30,14
E01004168,Sutton 013E,26,34,17,26,24
E01004169,Sutton 004C,42,31,29,12,13
E01004170,Sutton 017B,51,40,56,51,44
E01004171,Sutton 010A,29,24,31,18,22
E01004172,Sutton 010B,48,46,47,40,41
E01004173,Sutton 010C,24,19,22,15,23
E01004174,Sutton 017C,33,19,30,11,23
E01004175,Sutton 010D,23,30,10,29,7
E01004176,Sutton 010E,38,31,26,26,18
E01004177,Sutton 020C,60,60,55,24,27
E01004178,Sutton 017D,181,129,138,163,149
E01004179,Sutton 017E,28,23,37,18,31
E01004180,Sutton 020D,22,32,39,22,21
E01004181,Sutton 020E,30,39,24,37,30
E01004182,Sutton 019E,62,31,39,27,29
E01004183,Sutton 001B,29,44,50,55,34
E01004184,Sutton 001C,47,25,56,29,21
E01004185,Sutton 001D,50,36,39,33,38
E01004186,Sutton 004D,50,44,50,31,23
E01004187,Sutton 005E,42,44,41,19,15
E01004188,Sutton 004E,53,47,48,30,35
